id,date_uploaded,uploaded_by,tags,data_source_id,duplicate,citation_status,fulltext_status,data_extraction_status,date_screened_t&a,t&a_screened_by,t&a_status,t&a_exclusion_reasons,type_of_work,title,journal_name,abstract,publication_year,publication_month,authors,keywords,type_of_reference,volume,issue_number,doi,issn,publisher,language,other_fields
3743424,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:37:43.252211Z,4100,excluded,{Population},,"Antioxidant Response in Duckweed After Exposure to Secondary Effluent from Municipal Wastewater Treatment Plant, Elazig, Turkey",,"The aim of this study is to evaluate the effects of the effluent of Elazig Municipality Wastewater Treatment Plant on the oxidative defense capacity of aquatic plants (Lemna minor L. and Lemna gibba L.). For this purpose, malondialdehyde (MDA), glutathione (GSH), oxidized glutathione (GSSG), vitamin A (retinol), vitamin E (alpha-tocopherol), and vitamin C (Ascorbic acid) levels were determined by the HPLC (high performance liquid chromatography) in the control groups and the groups adapting to reactors fed with discharge water. The depletion of vitamins (A, E, and C), decrease of GSH/GSSG ratio, and increase of MDA that reflect a precarious state of the cell in L. minor L. and L. gibba L. were observed after exposure to wastewater. It can be suggested that the selected biomarkers are useful in understanding the biochemical mechanisms of the secondary effluents from wastewater treatment plant in L. minor L. and L. gibba L. as early warning indicators.",2017,,"{""Obek, Erdal"",""Tatar, Sule Yuksel"",""Yildirim, Nuran Cikcikoglu""}",,journal,99,3,10.1007/s00128-017-2133-3,,,,"{""url"": ""to"", ""pages"": ""399"", ""end_page"": ""404"", ""primary_date"": ""2017-01-01 00:00:00"", ""primary_title"": ""Antioxidant Response in Duckweed After Exposure to Secondary Effluent from Municipal Wastewater Treatment Plant, Elazig, Turkey"", ""primary_authors"": ""('Obek, Erdal', 'Tatar, Sule Yuksel', 'Yildirim, Nuran Cikcikoglu')""}"
3743423,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T05:02:25.664418Z,4100,excluded,{Population},,"Pansteatitis in polluted Olifants River impoundments: nutritional perspectives on fish in a eutrophic lake, Lake Loskop, South Africa",,"This study compares the aetiology of pansteatitis in Lake Loskop, relative to two other impoundments along the Olifants River. Macroscopic and microscopic pathology, age determination and analysis of stomach content, fatty acids and stable isotopes explain the high prevalence of pansteatitis in Oreochromis mossambicus (Peters) and several other species in Lake Loskop. All the dietary indicator comparisons between pansteatitis-affected and healthy fish fail to support a systemic cause. Pansteatitis in Lake Loskop was linked to size and weight of O. mossambicus, but not to ontogenic age. Fish in Lake Loskop showed abnormally high omega-3 to omega-6 fatty acid ratios normally only found in marine fish with no significant difference in degree of assimilation of these fatty acids between pansteatitis-affected and healthy fish. This explains the vulnerability to, but not the occurrence of, pansteatitis. As a cause for the pansteatitis, these results point towards sporadic vitamin E-depleting trigger events, known sporadic fish die-off occurrences that provide surviving fish with a rich source of rancid fats on which to scavenge. The mechanism ties pansteatitis to eutrophication and trophic cascade effects, the intrinsic drivers of the disease and suggests an adaptive management strategy that might be applied by relevant conservation authorities.",2017,,"{""Hoffman, A C"",""Huchzermeyer, K D A"",""Hugo, A"",""Kaiser, H"",""Myburgh, J G"",""Osthoff, G"",""Steyl, J C A"",""Woodborne, S""}",,journal,40,11,10.1111/jfd.12633,,,,"{""url"": ""to"", ""pages"": ""1665"", ""end_page"": ""1680"", ""primary_date"": ""2017-01-01 00:00:00"", ""primary_title"": ""Pansteatitis in polluted Olifants River impoundments: nutritional perspectives on fish in a eutrophic lake, Lake Loskop, South Africa"", ""primary_authors"": ""('Hoffman, A C', 'Huchzermeyer, K D A', 'Hugo, A', 'Kaiser, H', 'Myburgh, J G', 'Osthoff, G', 'Steyl, J C A', 'Woodborne, S')""}"
3743422,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T05:12:52.195296Z,4100,excluded,{Population},,"Community mobilisation programme for female sex workers in coastal Andhra Pradesh, India: processes and their effects",,"This paper describes the process of setting up community-based organisations (CBOs) of sex workers during the 5-year community mobilisation initiative of the Swagati project, an HIV prevention programme in nine coastal districts of Andhra Pradesh. The Swagati project facilitated the formation of 11 CBOs through partnerships with local non-governmental organisations and meetings with groups of sex workers. Activities included peer-led outreach, information campaigns, institution building through community committees and capacity building for organisational development. In 2010, a Community Ownership and Preparedness Index tool assessed the CBOs in terms of leadership, democratic governance, decision making and others qualities. All except two CBOs scored in the 'promising' category. One of these CBOs moved to promising stage by the year 2011 indicating good progress, considering how recently they were established. The Community Ownership and Preparedness Index assessments of organisational strengths showed wide variations among the CBOs, despite the essentially similar organisational steps taken by the Swagati programme. A Behavioural Tracking Survey (2010) of individual CBO members also showed district-level differences in sex workers' expressions of confidence in collective action, participation in organisational activities and other indicators. Mobilising marginalised populations such as sex workers to form CBOs is a complex process and can be affected by many influences, including the qualities of CBO leadership. Although the CBOs have not yet reached full 'maturity', they have made significant improvements in terms of collectivisation and its translation into collective action as reported by individual sex workers.",2012,,"{""Chakravarthy, J B"",""Joseph, S V"",""Kovvali, D"",""Pelto, P""}",,journal,66 Suppl 2,,,,,,"{""url"": ""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871865935&partnerID=40&md5=566eef121d84ff6016a00606ed641844"", ""pages"": ""ii78"", ""end_page"": ""-86"", ""primary_date"": ""2012-01-01 00:00:00"", ""primary_title"": ""Community mobilisation programme for female sex workers in coastal Andhra Pradesh, India: processes and their effects"", ""primary_authors"": ""('Chakravarthy, J B', 'Joseph, S V', 'Kovvali, D', 'Pelto, P')""}"
3743421,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T05:14:15.817442Z,4100,excluded,{Population},,Standing Dead Trees: a Conduit for the Atmospheric Flux of Greenhouse Gases from Wetlands?,,"Wetlands represent the largest natural source of methane flux to the atmosphere, which can occur across the sediment/water/plant-atmosphere interface. Of these three potential methane sources, the role of vegetation in this flux is the least well understood. Both living and dead herbaceous vegetation have been demonstrated to act as methane sources, while knowledge regarding the contribution of woody vegetation to this flux is restricted to live plants. For dead woody vegetation to act as a methane source, two conditions must occur: (1) gas evolution/accumulation within the trunk airspace of a dead tree (e.g. snag) and (2) flux of this gas across the plant-atmosphere interface. The research presented here investigates condition (1) and provides evidence for a significant accumulation of both CH4 and CO2 in trunk airspace at water level (104.4 +/- 19.0 and 1785.5 +/- 470.7 mu L L-1 for CH4 and CO2 respectively) and CO2 at breast height (1257.6 +/- 294.4 mu L L-1) as compared to ambient air immediately outside the trunk (ca. 3 and 370 mu L L-1 for CH4 and CO2 respectively) in dead snags located within two ghost forest landscapes at the Timberlake Observatory for Wetland Restoration (Tyrrell County, North Carolina). A more finely resolved understanding of this potential pathway for methane flux to the atmosphere is important given the predicted increase in dead carbon stocks within coastal wetland ecosystems, as global climate change can lead to the conversion of these ecosystems into ghost forest landscapes.",2016,,"{""Carmichael, Mary Jane"",""Smith, William K""}",,journal,36,6,10.1007/s13157-016-0845-5,,,,"{""url"": ""to"", ""pages"": ""1183"", ""end_page"": ""1188"", ""primary_date"": ""2016-01-01 00:00:00"", ""primary_title"": ""Standing Dead Trees: a Conduit for the Atmospheric Flux of Greenhouse Gases from Wetlands?"", ""primary_authors"": ""('Carmichael, Mary Jane', 'Smith, William K')""}"
3743441,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T03:59:13.134373Z,4100,excluded,{Population},,Is the Lake Malawi basin caught in a Malthusian trap?,,"Historical events over the last two hundred years witnessed industrialization and acquisition of wealth of the contemporary developed nations which has enabled them to become less dependent on the natural resources within their borders. Currently, developed countries have standards of living, reduced population growth rates and are major consumers of imported resources. In contrast, less developed nations are largely dependent upon natural resources within their borders, have a lower overall standard of living and high population growth rates which threaten sustainability of natural resources. The present socio-economic plight of people living in parts of the Lake Malawi basin, including those along the lake shore, suggests that they might be caught in a Malthusian trap. The SADC/GEF, Lake Malawi/Nyasa Biodiversity Conservation Project has a responsibility to conserve biodiversity and develop a strategy for sustainable use of resources. The project therefore has to face the challenges of disentangling populations from the 'trap'. Land-use practices throughout the catchment are increasing the rate and extent of erosion. The impacts of high sediment loads, changes in river behaviour and fishing pressure on riverine and potamodromous fishes are marked, but not understood in detail. Sediment plumes enter the lake from rivers and behave in differing ways depending on the characteristics of the river and lake at any particular time. Their impact on the physical and biological aspects of the limnology of the lake, on fishes and on the fisheries is an intriguing and important study. Probably, however, the greatest impacts on the fishery arise from fishing pressure which appears to be threatening, seriously, several fisheries and even the species themselves. The challenge of addressing these factors, given growing demand for fish and current demographic patterns, has to be met by participatory problem solving, involving communities which live along the lake shore and in distant areas where the major markets remotely impose demands for fish. The project's role is to provide the knowledge base for informed decisions, recommendations for conservation and sustainable use and to bridge the gap between science and community awareness. The development of community-driven conservation ethics, so that systems of open access to resources are replaced by alternatives which are governed by the villagers themselves, is a possible solution. Despite great success of the theatre group and other educational programmes within the project, it is recognized that the complex nature of the lake, the fisheries, and the different cultural and demographic circumstances within each province of the lake will require a multifaceted solution which may take years to develop. Given the size and nature of the threats to conservation and sustainable use, the time available for developing and implementing solutions is limited.",1998,,{NA},{NA},Book,NA,,NA,NA,"FISA/PARADI, Grahamstown (South Africa)",NA,"{""url"": ""https://login.proxy.lib.duke.edu/login?url=https://search.proquest.com/docview/17751752?accountid=10598 http://pm6mt7vg3j.search.serialssolutions.com?ctx%7B%5C_%7Dver=Z39.88-2004%7B%5C&%7Dctx%7B%5C_%7Denc=info:ofi/enc:UTF-8%7B%5C&%7Drfr%7B%5C_%7Did=info:s"", ""pages"": ""2"", ""end_page"": ""10"", ""primary_date"": ""1998-01-01 00:00:00"", ""primary_title"": ""Is the Lake Malawi basin caught in a Malthusian trap?"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743438,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:26:20.778528Z,4100,excluded,{Population},,Preparedness and response to aquatic animal health emergencies in Asia: guidelines,,"This document provides guidance to assist developing countries in improving national emergency preparedness in order to maximize the efficiency of response to serious outbreaks of aquatic animal diseases. It is a product of the Food and Agriculture Organization of the United Nations (FAO)/Network of Aquaculture Centres in Asia-Pacific (NACA)/WorldFish Center (WFC) Regional Workshop on Preparedness and Response to Aquatic Animal Health Emergencies, held in Jakarta, Indonesia from 21-23 September 2004. The workshop, which was hosted by the Government of Indonesia, Ministry of Marine Affairs and Fisheries (MMAF), was attended by 51 participants, including national policy-makers and scientists from the Asian Region, and international experts and resource persons from both the region and elsewhere.The primary objective of biosecurity arrangements is to prevent the incursion of exotic pathogens and pests. Knowing, however, that the risk of such incursions can never be reduced to zero, such arrangements must also include plans to ensure a rapid, well organized and appropriate response to an emergency disease incident. Infectious disease emergencies may arise within a country through incursions of known exotic diseases (transboundary aquatic animal diseases, TAADs), by a sudden change in the behaviour or distribution of endemic diseases, or via the appearance of previously unrecognized diseases. Effective emergency preparedness through contingency planning, early detection and a rapid response is critical to the successful management of such disease outbreaks. A strong national approach to contingency planning is essential to ensure that the necessary operational capability is in place so that early detection and effective responses are achieved. Recovery from an emergency disease response must be followed by measures to ensure that freedom from the particular disease is again maintained.Having the capability to deal with emergency diseases involves systematic planning, training, and simulation exercises (field trials or ""dummy runs""), as well as having access to an appropriate level of resources, including trained personnel, essential equipment and the necessary financial and legal mechanisms. Although a comprehensive capability in many countries will take a long time to achieve, it is hoped that this manual will assist developing countries in laying foundations within the framework of whatever resources presently exist.",2005,,{NA},{NA},Journal Article,486,,NA,0429-9345,NA,NA,"{""url"": ""%25%7D3CGo to"", ""primary_date"": ""2005-01-01 00:00:00"", ""primary_title"": ""Preparedness and response to aquatic animal health emergencies in Asia: guidelines"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743439,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:53:15.538225Z,4100,excluded,{Population},,Creating awareness of emerging issues in agriculture to management students,,"Indian people (nearly 70{\%}) depend on agriculture and earn their livelihood from agriculture and related sectors. The geographical condition of India is favorable for agriculture, But it has been consistently neglected by all the governments. Indian father of Green Revolution Padma Vibhushan, Dr. M.S Swaminathan is the only person who contributed immensely for the development of high yielding varieties of seeds, and continues to contribute his efforts through M.S. Swaminathan Research Foundation. Following the Green Revolution, White Revolution (Milk production), Blue Revolution (Fish production), Yellow Revolution (Poultry farms), Pink Revolution (Apple production) took place in India.",2015,,{NA},{NA},Journal Article,4,,NA,2249-894X,NA,NA,"{""url"": ""https://search.ebscohost.com/login.aspx?direct=true%7B%5C&%7Ddb=lah%7B%5C&%7DAN=20153295678%7B%5C&%7Dsite=ehost-live%7B%5C&%7Dscope=site http://ror.isrj.org/UploadedData/1760.pdf"", ""primary_date"": ""2015-01-01 00:00:00"", ""primary_title"": ""Creating awareness of emerging issues in agriculture to management students"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743440,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T05:08:49.404022Z,4100,excluded,{Population},,Chemical fingerprinting of saline water intrusion into sewage lines,,"High salinity in sewage sludge can affect not only the operation of wastewater treatment plants (WWTPs) but also the quality of treated water generated, thereby limiting its downstream reuse. Using data on geochemical parameters, both for the central WWTP in Abu Dhabi, UAE, and literature values for potential regional saline water sources (e.g., shallow groundwater and regional Arabian Gulf seawater), a variety of chemical fingerprinting diagnostic ratios were calculated and plotted in order to determine the source of salinity in the municipal sewage. Data were compared with data from a regional WWTP that was not impacted by salinity. Monitoring data demonstrated persistently elevated levels of salinity in the municipal wastewater arriving at the central WWTP from the city. Dilution/concentration analysis using a conductivity vs. chloride plot showed both potential sources, i.e. Arabian Gulf seawater and coastal hypersaline groundwater, as feasible sources of wastewater salinization. Further diagnostic analysis using a Panno Plot indicated that coastal groundwater was the only likely source of salinization of municipal sewage. Additional confirmation of the identity of the source and the extent of mixing using different lines of evidence like stable isotope ratios is recommended for future study.",2017,,{NA},{NA},Journal Article,76,,10.2166/wst.2017.374,0273-1223,NA,NA,"{""url"": ""%25%7D3CGo to"", ""pages"": ""2044"", ""end_page"": ""2050"", ""primary_date"": ""2017-01-01 00:00:00"", ""primary_title"": ""Chemical fingerprinting of saline water intrusion into sewage lines"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743442,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T05:12:22.151735Z,4100,excluded,{Population},,EFFECT OF INOCULATION ON THE BIODEGRADATION OF WEATHERED PRUDHOE BAY CRUDE-OIL,,"Enrichment cultures from oil-contaminated beach material from Prince William Sound, Alaska. generated both a mixed bacterial community of indigenous, oil-degrading marine microorganisms and a pure culture oil-degrader, strain E12V. The mixed and axenic cultures were used in comparative shake flask studies of inoculation on biodegradation of Prudhoe Bay crude oil. Within 12 h following inoculation of homogenized, oiled beach material with the mixed culture, total CO2 production was increased 2-fold relative to a noninoculated control. Moreover, measurements of phenanthrene degradation (as determined by the release of (CO2)-C-14 from [9-C-14]phenanthrene) showed a 2- or 3-fold greater degradation when inoculated with either strain EI2V or with the mixed culture, respectively. However, as medium was replaced by a simulated tidal cycle, the observed stimulation of CO2 production decreased, and the addition of strain E12V had no greater effect on total CO2 production than the addition of inorganic nutrients alone. Chemical analysis of oil recovered after 7 days incubation also suggested that, while these cultures are capable of efficient biodegradation of Prudhoe Bay crude in liquid culture, inoculation of beach material with high numbers of these microorganisms had little effect on the rate and extent of biodegradation of weathered crude oil. Overall, the sustained stimulatory effect was no greater than that observed with the addition of inorganic nutrients alone.",1992,,"{""Mueller, J G"",""Pritchard, P H"",""Resnick, S M"",""Shelton, M E""}",,journal,10,2,10.1007/bf01583841,,,,"{""url"": ""to"", ""pages"": ""95"", ""end_page"": ""102"", ""primary_date"": ""1992-01-01 00:00:00"", ""primary_title"": ""EFFECT OF INOCULATION ON THE BIODEGRADATION OF WEATHERED PRUDHOE BAY CRUDE-OIL"", ""primary_authors"": ""('Mueller, J G', 'Pritchard, P H', 'Resnick, S M', 'Shelton, M E')""}"
3743072,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:01:41.221012Z,4100,excluded,{Population},,"Effect of anthropic activity on the Imperial Cormorants and Rock Shags colonies in the Beagle Channel, Tierra del Fuego",,"Seabirds are important components of the marine ecosystem and provide an income for local economies through ecotourism. Human disturbance may affect colonial birds causing a decrease in reproductive success and population size. Breeding colonies of Phalacrocorax atriceps and P. magellanicus, are one of the major tourist attractions of Ushuaia city and the number of tourist vessels visiting colonies increased in recent years. We aim to evaluate if there is an influence of human activities on the distribution and abundance of Cormorants and Shags colonies and individuals at sea in the Beagle Channel, Tierra del Fuego. Explanatory variables from anthropic source, such as distance to the vessels route, and environmental variables, as adequate substrate type to nest and bathymetry, for each species were defined and related to the data recorded of the size of both species colonies and the feeding distribution. Allocation of colonies and distribution at sea of P. atriceps and P. magellanicus in the Beagle Channel were not affected by tourism activities. Abundance of P. magellanicus at the colonies was associated to islands with a large surface of rocky cliffs available for nesting. Distribution of P. atriceps at sea was related to shallow waters. Although no anthropogenic impact was noticed in our study, given the increase in boat traffic and tourism, more specific and long term studies are encouraged to provide the precise and sitespecific guidelines for a sustainable tourism management allowing seabird conservation.",2013,,{NA},{NA},NA,48,,NA,0717-3326,NA,NA,"{""url"": ""http://na"", ""pages"": ""165"", ""end_page"": ""176"", ""primary_date"": ""2013-01-01 00:00:00"", ""primary_title"": ""Effect of anthropic activity on the Imperial Cormorants and Rock Shags colonies in the Beagle Channel, Tierra del Fuego"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743066,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:03:45.821618Z,4100,excluded,{Population},,Fisheries Ecosystem Management Based on Optimization Algorithm,,"The pressure on marine renewable resources has rapidly increased over past decades. The resulting scarcity has led to a variety of different control and surveillance instruments. The dynamics of fish stocks are an important consideration in determining appropriate fishery management policy. Equally crucial are the dynamics of fishing effort. A variety of growth curves have been applied to model both unpredated, intraspecific population dynamics and more general biological growth. Fishing effort dynamics are determined by the difference in profits and opportunity costs. Several management alternatives are evaluated at equilibrium. Performance variables such as equilibrium catch, social profits, consumer surplus, social benefits, direct fishery employment and income of individual crew are used in the evaluation.",2009,,"{""Li, Shouju"",""Soc, Ieee Computer"",""Sun, Lin"",""Xiao, Hongjun"",""Yang, Dequan""}",,book,,,10.1109/esiat.2009.272,978-0-7695-3682-8,,,"{""url"": ""to"", ""pages"": ""19"", ""end_page"": ""-+"", ""primary_date"": ""2009-01-01 00:00:00"", ""primary_title"": ""Fisheries Ecosystem Management Based on Optimization Algorithm"", ""tertiary_title"": ""2009 International Conference on Environmental Science and Information Application Technology, Vol Iii, Proceedings"", ""primary_authors"": ""('Li, Shouju', 'Soc, Ieee Computer', 'Sun, Lin', 'Xiao, Hongjun', 'Yang, Dequan')""}"
3743071,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:05:14.363541Z,4100,excluded,{Population},,Bio-socio-economic fishery models: Labour dynamics and multi-objective management,,"Fishery systems involve complex interactions between resource stocks and the people involved in harvesting those stocks. While the population dynamics of fish stocks have received considerable attention in the ecological literature, the dynamics of human communities dependent on the fishery are equally important. Indeed, the joint dynamics of the fish stocks and the fishermen must be taken into account in determining appropriate management policies. A bio-socio-economic modelling approach is developed here to incorporate these effects within a multi-objective optimization framework. Fishery labour dynamics are determined by the decisions of individual fishermen, with net migration into and out of the fishery dependent on internal conditions, such as per capita incomes and employment rates, as well as on the state of the external economy.",1989,,{NA},{NA},Journal Article,46,,NA,None,NA,NA,"{""url"": ""https://login.proxy.lib.duke.edu/login?url=https://search.proquest.com/docview/15301688?accountid=10598 http://pm6mt7vg3j.search.serialssolutions.com/directLink?%7B%5C&%7Datitle=Bio-socio-economic+fishery+models%7B%5C%25%7D3A+Labour+dynamics+and+multi-obj"", ""pages"": ""1313"", ""end_page"": ""1322"", ""primary_date"": ""1989-01-01 00:00:00"", ""primary_title"": ""Bio-socio-economic fishery models: Labour dynamics and multi-objective management"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743068,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:05:35.931661Z,4100,excluded,{Population},,The effects of seagrass patch size and energy regime on growth of a suspension-feeding bivalve,,"An investigation of how the presence of seagrass and seagrass patch size in high- and low-energy environments affected growth of an infaunal bivalve (hard clam, Mercenaria mercenaria) was carried out. Two general size classes of clams were used, mean length ca. 40.0 mm (41.9 mm) and mean length ca. 20.0 mm (22.3 mm and 19.0 mm), to see if growth responses were the same for large- and small-sized clams. Seagrass density, length and species composition as well as sediment characteristics were measured at high- and low-energy sites to determine if changes in seagrass and/or sediment dynamics could explain observed growth patterns. The incidence of siphon cropping was also evaluated as a potential influence on clam growth. Large clams grew faster inside than outside vegetation at both high- and low-energy sites. Within the vegetation, growth of large clams was faster in medium-sized patches of seagrass (2-3 m across) than in small patches (1 m across) and was intermediate in large patches ({\textgreater} 4-5 m across). There was no apparent correlation between seagrass shoot density, blade length, or species composition and growth of clams in patches of different size. Growth of small clams (22.3 mm) within seagrass was independent of the two seagrass patch sizes tested (large vs. small), but did vary among sites. Growth of clams was not correlated with differences in shoot density, blade length or species composition among sites. Growth of small clams (19.0 mm) also varied with energy regime and with presence/absence of vegetation. Small clams grew significantly more within seagrass under both high- and low-energy conditions, but the effect was more pronounced at high-energy sites than at low. Seagrass shoot density, blade length, and species composition did not vary between high and low energy regimes, but did vary among sites from the beginning to the end of the experiment. Long-term averages of sediment stability based on grain size characteristics suggest that the baffling effect of seagrass varies greatly with energy regime. Vegetated sediments at high-energy sites contained significantly more fine material than the unvegetated sediments while there was no difference in the fine fraction between vegetated and unvegetated sediments at low-energy sites. The difference in sediment stability between seagrass cover under high- and low-energy conditions may contribute to the magnitude of the difference in the growth response of small clams to the presence of vegetation at exposed and protected sites. Other factors also contributed to the increased growth of clams in seagrass beds at the protected sites where grain size analysis suggests similar sedimentary dynamics both within and outside of the vegetation. Mean adjusted siphon weights, however, for both large and small clams were independent of seagrass cover and energy regime implying that siphon nipping differences did not influence growth patterns of clams. Based on this study, and previous investigations, the effect of seagrass cover on growth of clams appears to be the result of a complex interaction among food supply, predation disturbance, and sediment stability with the relative importance of these processes varying with size of the clam, hydrographic regime, and local site differences.",1996,,{NA},{NA},Journal Article,54,,10.1357/0022240963213439,0022-2402,NA,NA,"{""url"": ""%25%7D3CGo to"", ""pages"": ""161"", ""end_page"": ""185"", ""primary_date"": ""1996-01-01 00:00:00"", ""primary_title"": ""The effects of seagrass patch size and energy regime on growth of a suspension-feeding bivalve"", ""place_published"": ""NA"", ""primary_authors"": ""('NA',)""}"
3743074,2021-04-08T19:59:09.541649Z,2996,{},1244,not_duplicate,excluded,not_screened,not_started,2021-04-15T04:12:17.682970Z,4100,excluded,{Population},,Management of environmental impacts of marine aquaculture in Europe,,"There are large differences between countries in the rate of growth and development of marine aquaculture, and also in the sophistication and complexity of its regulation, control and monitoring procedures. The potentially deleterious impacts of aquaculture are widely documented in the literature [J. Appl. Ichthyol. 17 (2001) 181; Fernandes, T.F., Eleftheriou, A., Ackefors, H., Eleftheriou, M., Ervik, A., Sanchez-Mata, A., Scanlon, T., White, P., Cochrane, S., Pearson, T.H., Miller, K.L., Read, P.A., 2002. The Management of the Environmental Impacts of Aquaculture. Scottish Executive, Aberdeen, UK, 88 pp.]. It is widely accepted that such impacts would be minimised or negated by the adoption of appropriate culturing procedures and environmental safeguards including regulatory, control and monitoring procedures [Nature Conservancy Council (NCC), 1989. Fish Farming and the Safeguard of the Natural Marine Environment of Scotland. Nature Conservancy Council, Peterborough, England, 136 pp.; Codling, I.D., Doughty, R., Henderson, A., Naismith, I., 1995. Strategies for Monitoring Sediments and Fauna Around Cage Fish Farms. Marlow, UK: Scotland and Northern Ireland Forum for Environmental Research (SNIFFER), Report No. SR 4018, 78 pp.; GESAMP (IMO/FAO/UNESCO-IOC/WMO/WHO/IAEA/UN/UNEP Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection), 1996. Monitoring the ecological effects of coastal aquaculture wastes. Scientific aspects of marine environmental protection. Rome, Italy: Rep. Stud. GESAMP No. 57, 38 pp.; GESAMP (IMO/FAO/UNESCO-IOC/WMO/WHO/IAEA/UN/UNEP Joint Group of Experts on the Scientific Aspects of Marine Environmental Protection), 2001. Planning and management for sustainable coastal aquaculture development. Rome, Italy: Rep. Stud. GESAMP No. 68, 90 pp.]. It is essential that such safeguards are formulated from the best available science and technology and from the best available experience and expertise. In this context, there are lessons to be learned from the strategy and regulatory framework for the regulation, control and monitoring of environmental impacts of marine aquaculture within the European Union (EU). This paper identifies some of the main issues relevant to the management of environmental impacts of marine aquaculture; reviews EU and international policy and regulations in this context and provides one example of a strategy for the management of the environmental impacts of marine aquaculture by reference to the marine aquaculture industry in Scotland. In conclusion, it examines a number of current, key environmental concerns pertaining to the impact and regulation of marine aquaculture, which whilst being the subject of divergent views, are pivotal to the development of the industry. Recommendations for systems, procedures and research to address these concerns are identified. The paper is primarily concerned with marine finfish culture, although brief reference is made to shellfish culture. The control of diseases of finfish and shellfish is outside the scope of the paper, although brief consideration is given to current concerns relating to sea lice (predominantly Lepeophtheirus salmonis) infestations in salmonids. (C) 2003 Elsevier B.V. All rights reserved.",2003,,"{""Fernandes, T"",""Read, P""}",,journal,226,1-4,10.1016/s0044-8486(03)00474-5,,,,"{""url"": ""to"", ""pages"": ""139"", ""end_page"": ""163"", ""primary_date"": ""2003-01-01 00:00:00"", ""primary_title"": ""Management of environmental impacts of marine aquaculture in Europe"", ""primary_authors"": ""('Fernandes, T', 'Read, P')""}"
